측정시간,장비명,℃,%rF
2026-04-14T12:00:00Z,A-(401호 회로창고 1),22.2,48.1
2026-04-14T12:00:00Z,B-(401호 회로창고 2),22.4,47.4
2026-04-14T13:00:00Z,A-(401호 회로창고 1),22.4,51.7
2026-04-14T13:00:00Z,B-(401호 회로창고 2),22.4,51.1
2026-04-14T14:00:00Z,A-(401호 회로창고 1),22.3,50.1
2026-04-14T14:00:00Z,B-(401호 회로창고 2),22.3,49.6
2026-04-14T15:00:00Z,A-(401호 회로창고 1),22.2,49.4
2026-04-14T15:00:00Z,B-(401호 회로창고 2),22.2,48.8
2026-04-14T16:00:00Z,A-(401호 회로창고 1),22.1,48.8
2026-04-14T16:00:00Z,B-(401호 회로창고 2),22.1,48.3
2026-04-14T17:00:00Z,A-(401호 회로창고 1),22.1,48.4
2026-04-14T17:00:00Z,B-(401호 회로창고 2),22.1,47.7
2026-04-14T18:00:00Z,A-(401호 회로창고 1),22.1,50.7
2026-04-14T18:00:00Z,B-(401호 회로창고 2),22.0,49.0
2026-04-14T19:00:00Z,A-(401호 회로창고 1),22.3,51.4
2026-04-14T19:00:00Z,B-(401호 회로창고 2),22.1,51.0
2026-04-14T20:00:00Z,A-(401호 회로창고 1),22.2,49.9
2026-04-14T20:00:00Z,B-(401호 회로창고 2),22.0,49.6
2026-04-14T21:00:00Z,A-(401호 회로창고 1),22.1,49.2
2026-04-14T21:00:00Z,B-(401호 회로창고 2),21.9,49.0
2026-04-14T22:00:00Z,A-(401호 회로창고 1),22.1,48.7
2026-04-14T22:00:00Z,B-(401호 회로창고 2),21.9,48.5
2026-04-14T23:00:00Z,A-(401호 회로창고 1),22.0,48.2
2026-04-14T23:00:00Z,B-(401호 회로창고 2),21.8,48.1
2026-04-15T00:00:00Z,A-(401호 회로창고 1),22.5,52.7
2026-04-15T00:00:00Z,B-(401호 회로창고 2),22.3,54.0
2026-04-15T00:00:00Z,C-(402호 수입검사),24.3,32.3
2026-04-15T00:00:00Z,D-(406호 기구창고),23.6,38.9
2026-04-15T00:00:00Z,E-(408호 OQC),21.8,41.7
2026-04-15T00:00:00Z,F-(807호 생산 Line),21.2,41.5
2026-04-15T00:00:00Z,G-(401호 기구창고),21.0,48.4
2026-04-15T01:00:00Z,A-(401호 회로창고 1),22.5,51.2
2026-04-15T01:00:00Z,B-(401호 회로창고 2),22.7,49.9
2026-04-15T01:00:00Z,C-(402호 수입검사),24.7,32.0
2026-04-15T01:00:00Z,D-(406호 기구창고),24.4,37.8
2026-04-15T01:00:00Z,E-(408호 OQC),22.2,41.5
2026-04-15T01:00:00Z,F-(807호 생산 Line),21.6,42.9
2026-04-15T01:00:00Z,G-(401호 기구창고),21.2,49.9
2026-04-15T02:00:00Z,A-(401호 회로창고 1),22.5,49.8
2026-04-15T02:00:00Z,B-(401호 회로창고 2),22.9,48.4
2026-04-15T02:00:00Z,C-(402호 수입검사),25.0,31.6
2026-04-15T02:00:00Z,D-(406호 기구창고),22.9,40.8
2026-04-15T02:00:00Z,E-(408호 OQC),22.1,41.9
2026-04-15T02:00:00Z,F-(807호 생산 Line),21.4,43.7
2026-04-15T02:00:00Z,G-(401호 기구창고),21.5,50.2
2026-04-15T03:00:00Z,A-(401호 회로창고 1),22.6,49.1
2026-04-15T03:00:00Z,B-(401호 회로창고 2),23.1,47.2
2026-04-15T03:00:00Z,C-(402호 수입검사),24.6,30.9
2026-04-15T03:00:00Z,D-(406호 기구창고),22.1,41.8
2026-04-15T03:00:00Z,E-(408호 OQC),22.0,41.4
2026-04-15T03:00:00Z,F-(807호 생산 Line),21.5,43.2
2026-04-15T03:00:00Z,G-(401호 기구창고),21.6,50.2
2026-04-15T04:00:00Z,A-(401호 회로창고 1),22.6,48.6
2026-04-15T04:00:00Z,B-(401호 회로창고 2),23.2,46.3
2026-04-15T04:00:00Z,C-(402호 수입검사),24.3,31.3
2026-04-15T04:00:00Z,D-(406호 기구창고),21.6,41.9
2026-04-15T04:00:00Z,E-(408호 OQC),22.1,41.0
2026-04-15T04:00:00Z,F-(807호 생산 Line),21.5,41.7
2026-04-15T04:00:00Z,G-(401호 기구창고),21.7,50.2
2026-04-15T05:00:00Z,A-(401호 회로창고 1),22.5,52.7
2026-04-15T05:00:00Z,B-(401호 회로창고 2),23.2,50.2
2026-04-15T05:00:00Z,C-(402호 수입검사),24.4,31.8
2026-04-15T05:00:00Z,D-(406호 기구창고),21.3,42.7
2026-04-15T05:00:00Z,E-(408호 OQC),22.1,41.0
2026-04-15T05:00:00Z,F-(807호 생산 Line),21.5,42.4
2026-04-15T05:00:00Z,G-(401호 기구창고),21.9,50.4
2026-04-15T06:00:00Z,A-(401호 회로창고 1),22.7,50.3
2026-04-15T06:00:00Z,B-(401호 회로창고 2),23.4,47.9
2026-04-15T06:00:00Z,C-(402호 수입검사),24.4,32.6
2026-04-15T06:00:00Z,D-(406호 기구창고),21.5,41.8
2026-04-15T06:00:00Z,E-(408호 OQC),22.2,42.3
2026-04-15T06:00:00Z,F-(807호 생산 Line),21.6,43.4
2026-04-15T06:00:00Z,G-(401호 기구창고),22.0,49.8
2026-04-15T07:00:00Z,A-(401호 회로창고 1),22.6,49.4
2026-04-15T07:00:00Z,B-(401호 회로창고 2),23.4,46.8
2026-04-15T07:00:00Z,C-(402호 수입검사),24.4,33.1
2026-04-15T07:00:00Z,D-(406호 기구창고),21.2,42.8
2026-04-15T07:00:00Z,E-(408호 OQC),22.1,42.7
2026-04-15T07:00:00Z,F-(807호 생산 Line),21.7,44.2
2026-04-15T07:00:00Z,G-(401호 기구창고),22.1,49.8
2026-04-15T08:00:00Z,A-(401호 회로창고 1),22.7,49.0
2026-04-15T08:00:00Z,B-(401호 회로창고 2),23.4,46.5
2026-04-15T08:00:00Z,C-(402호 수입검사),24.4,33.5
2026-04-15T08:00:00Z,D-(406호 기구창고),21.4,43.5
2026-04-15T08:00:00Z,E-(408호 OQC),22.4,42.5
2026-04-15T08:00:00Z,F-(807호 생산 Line),21.3,45.7
2026-04-15T08:00:00Z,G-(401호 기구창고),22.1,50.1
2026-04-15T09:00:00Z,A-(401호 회로창고 1),22.5,52.1
2026-04-15T09:00:00Z,B-(401호 회로창고 2),23.3,49.0
2026-04-15T10:00:00Z,A-(401호 회로창고 1),22.7,50.0
2026-04-15T10:00:00Z,B-(401호 회로창고 2),23.4,47.8
2026-04-15T11:00:00Z,A-(401호 회로창고 1),22.8,49.3
2026-04-15T11:00:00Z,B-(401호 회로창고 2),23.3,47.4
2026-04-15T12:00:00Z,A-(401호 회로창고 1),22.6,49.1
2026-04-15T12:00:00Z,B-(401호 회로창고 2),22.9,47.6
2026-04-15T13:00:00Z,A-(401호 회로창고 1),22.5,48.9
2026-04-15T13:00:00Z,B-(401호 회로창고 2),22.8,47.6
2026-04-15T14:00:00Z,A-(401호 회로창고 1),22.5,48.6
2026-04-15T14:00:00Z,B-(401호 회로창고 2),22.7,47.4
2026-04-15T15:00:00Z,A-(401호 회로창고 1),22.7,52.2
2026-04-15T15:00:00Z,B-(401호 회로창고 2),22.8,51.2
2026-04-15T16:00:00Z,A-(401호 회로창고 1),22.5,50.3
2026-04-15T16:00:00Z,B-(401호 회로창고 2),22.7,49.4
2026-04-15T17:00:00Z,A-(401호 회로창고 1),22.5,49.1
2026-04-15T17:00:00Z,B-(401호 회로창고 2),22.6,48.5
2026-04-15T18:00:00Z,A-(401호 회로창고 1),22.4,48.6
2026-04-15T18:00:00Z,B-(401호 회로창고 2),22.5,47.8
2026-04-15T19:00:00Z,A-(401호 회로창고 1),22.6,55.0
2026-04-15T19:00:00Z,B-(401호 회로창고 2),22.6,53.9
2026-04-15T20:00:00Z,A-(401호 회로창고 1),22.5,51.0
2026-04-15T20:00:00Z,B-(401호 회로창고 2),22.5,50.5
2026-04-15T21:00:00Z,A-(401호 회로창고 1),22.4,49.9
2026-04-15T21:00:00Z,B-(401호 회로창고 2),22.3,49.5
2026-04-15T22:00:00Z,A-(401호 회로창고 1),22.4,48.9
2026-04-15T22:00:00Z,B-(401호 회로창고 2),22.2,48.6
2026-04-15T23:00:00Z,A-(401호 회로창고 1),22.4,49.5
2026-04-15T23:00:00Z,B-(401호 회로창고 2),22.2,48.6
2026-04-16T00:00:00Z,A-(401호 회로창고 1),22.7,51.5
2026-04-16T00:00:00Z,B-(401호 회로창고 2),22.6,50.8
2026-04-16T00:00:00Z,C-(402호 수입검사),24.3,32.8
2026-04-16T00:00:00Z,D-(406호 기구창고),23.0,42.3
2026-04-16T00:00:00Z,E-(408호 OQC),21.5,41.2
2026-04-16T00:00:00Z,F-(807호 생산 Line),21.2,42.6
2026-04-16T00:00:00Z,G-(401호 기구창고),21.5,50.0
2026-04-16T01:00:00Z,A-(401호 회로창고 1),22.7,50.5
2026-04-16T01:00:00Z,B-(401호 회로창고 2),22.9,49.4
2026-04-16T01:00:00Z,C-(402호 수입검사),23.8,31.8
2026-04-16T01:00:00Z,D-(406호 기구창고),22.5,41.2
2026-04-16T01:00:00Z,E-(408호 OQC),22.1,39.2
2026-04-16T01:00:00Z,F-(807호 생산 Line),21.6,41.4
2026-04-16T01:00:00Z,G-(401호 기구창고),21.7,49.9
2026-04-16T02:00:00Z,A-(401호 회로창고 1),22.8,48.6
2026-04-16T02:00:00Z,B-(401호 회로창고 2),23.2,47.6
2026-04-16T02:00:00Z,C-(402호 수입검사),23.7,30.3
2026-04-16T02:00:00Z,D-(406호 기구창고),22.2,40.1
2026-04-16T02:00:00Z,E-(408호 OQC),22.2,35.0
2026-04-16T02:00:00Z,F-(807호 생산 Line),21.6,40.4
2026-04-16T02:00:00Z,G-(401호 기구창고),21.8,49.3
2026-04-16T03:00:00Z,A-(401호 회로창고 1),22.7,48.2
2026-04-16T03:00:00Z,B-(401호 회로창고 2),23.2,46.4
2026-04-16T03:00:00Z,C-(402호 수입검사),23.8,27.6
2026-04-16T03:00:00Z,D-(406호 기구창고),21.8,39.5
2026-04-16T03:00:00Z,E-(408호 OQC),22.2,31.3
2026-04-16T03:00:00Z,F-(807호 생산 Line),21.8,38.8
2026-04-16T03:00:00Z,G-(401호 기구창고),21.9,48.6
2026-04-16T04:00:00Z,A-(401호 회로창고 1),22.8,49.7
2026-04-16T04:00:00Z,B-(401호 회로창고 2),23.3,48.1
2026-04-16T04:00:00Z,C-(402호 수입검사),23.7,33.1
2026-04-16T04:00:00Z,D-(406호 기구창고),21.5,39.1
2026-04-16T04:00:00Z,E-(408호 OQC),22.3,29.8
2026-04-16T04:00:00Z,F-(807호 생산 Line),21.8,40.7
2026-04-16T04:00:00Z,G-(401호 기구창고),22.0,47.7
2026-04-16T05:00:00Z,A-(401호 회로창고 1),23.0,48.0
2026-04-16T05:00:00Z,B-(401호 회로창고 2),23.4,46.6
2026-04-16T05:00:00Z,C-(402호 수입검사),23.9,28.5
2026-04-16T05:00:00Z,D-(406호 기구창고),21.7,39.1
2026-04-16T05:00:00Z,E-(408호 OQC),22.8,30.4
2026-04-16T05:00:00Z,F-(807호 생산 Line),21.6,38.8
2026-04-16T05:00:00Z,G-(401호 기구창고),22.1,48.1
2026-04-16T06:00:00Z,A-(401호 회로창고 1),22.6,51.8
2026-04-16T06:00:00Z,B-(401호 회로창고 2),23.3,48.5
2026-04-16T06:00:00Z,C-(402호 수입검사),24.1,24.4
2026-04-16T06:00:00Z,D-(406호 기구창고),21.6,39.2
2026-04-16T06:00:00Z,E-(408호 OQC),23.2,16.5
2026-04-16T06:00:00Z,F-(807호 생산 Line),21.7,37.3
2026-04-16T06:00:00Z,G-(401호 기구창고),22.3,46.4
2026-04-16T07:00:00Z,A-(401호 회로창고 1),22.7,48.7
2026-04-16T07:00:00Z,B-(401호 회로창고 2),23.4,46.2
2026-04-16T07:00:00Z,C-(402호 수입검사),24.2,23.8
2026-04-16T07:00:00Z,D-(406호 기구창고),21.5,39.5
2026-04-16T07:00:00Z,E-(408호 OQC),23.2,24.4
2026-04-16T07:00:00Z,F-(807호 생산 Line),21.5,38.9
2026-04-16T07:00:00Z,G-(401호 기구창고),22.4,46.3
2026-04-16T08:00:00Z,A-(401호 회로창고 1),22.9,50.4
2026-04-16T08:00:00Z,B-(401호 회로창고 2),23.5,49.1
2026-04-16T08:00:00Z,C-(402호 수입검사),24.1,23.3
2026-04-16T08:00:00Z,D-(406호 기구창고),21.4,40.0
2026-04-16T08:00:00Z,E-(408호 OQC),23.6,19.6
2026-04-16T08:00:00Z,F-(807호 생산 Line),21.5,40.6
2026-04-16T08:00:00Z,G-(401호 기구창고),22.3,45.6
2026-04-16T09:00:00Z,A-(401호 회로창고 1),22.8,48.6
2026-04-16T09:00:00Z,B-(401호 회로창고 2),23.3,47.1
2026-04-16T10:00:00Z,A-(401호 회로창고 1),22.8,48.3
2026-04-16T10:00:00Z,B-(401호 회로창고 2),23.0,46.7
2026-04-16T11:00:00Z,A-(401호 회로창고 1),22.7,51.3
2026-04-16T11:00:00Z,B-(401호 회로창고 2),22.9,50.2
2026-04-16T12:00:00Z,A-(401호 회로창고 1),22.8,49.5
2026-04-16T12:00:00Z,B-(401호 회로창고 2),22.8,48.8
2026-04-16T13:00:00Z,A-(401호 회로창고 1),22.8,48.5
2026-04-16T13:00:00Z,B-(401호 회로창고 2),22.7,47.7
2026-04-16T14:00:00Z,A-(401호 회로창고 1),22.8,48.2
2026-04-16T14:00:00Z,B-(401호 회로창고 2),22.7,47.4
2026-04-16T15:00:00Z,A-(401호 회로창고 1),22.8,51.5
2026-04-16T15:00:00Z,B-(401호 회로창고 2),22.7,50.8
2026-04-16T16:00:00Z,A-(401호 회로창고 1),22.8,49.5
2026-04-16T16:00:00Z,B-(401호 회로창고 2),22.7,49.2
2026-04-16T17:00:00Z,A-(401호 회로창고 1),22.8,48.3
2026-04-16T17:00:00Z,B-(401호 회로창고 2),22.6,47.7
2026-04-16T18:00:00Z,A-(401호 회로창고 1),22.9,51.7
2026-04-16T18:00:00Z,B-(401호 회로창고 2),22.7,51.7
2026-04-16T19:00:00Z,A-(401호 회로창고 1),22.7,50.0
2026-04-16T19:00:00Z,B-(401호 회로창고 2),22.5,49.8
2026-04-16T20:00:00Z,A-(401호 회로창고 1),22.7,47.8
2026-04-16T20:00:00Z,B-(401호 회로창고 2),22.4,47.6
2026-04-16T21:00:00Z,A-(401호 회로창고 1),22.6,53.5
2026-04-16T21:00:00Z,B-(401호 회로창고 2),22.5,52.9
2026-04-16T22:00:00Z,A-(401호 회로창고 1),22.7,48.6
2026-04-16T22:00:00Z,B-(401호 회로창고 2),22.4,48.8
2026-04-16T23:00:00Z,A-(401호 회로창고 1),22.8,52.7
2026-04-16T23:00:00Z,B-(401호 회로창고 2),22.5,52.4
2026-04-17T00:00:00Z,A-(401호 회로창고 1),22.6,50.2
2026-04-17T00:00:00Z,B-(401호 회로창고 2),22.6,49.3
2026-04-17T00:00:00Z,C-(402호 수입검사),22.8,26.3
2026-04-17T00:00:00Z,D-(406호 기구창고),22.3,42.9
2026-04-17T00:00:00Z,E-(408호 OQC),22.0,28.4
2026-04-17T00:00:00Z,F-(807호 생산 Line),21.4,37.5
2026-04-17T00:00:00Z,G-(401호 기구창고),21.7,44.6
2026-04-17T01:00:00Z,A-(401호 회로창고 1),22.7,49.0
2026-04-17T01:00:00Z,B-(401호 회로창고 2),22.9,47.9
2026-04-17T01:00:00Z,C-(402호 수입검사),22.9,27.4
2026-04-17T01:00:00Z,D-(406호 기구창고),21.8,38.2
2026-04-17T01:00:00Z,E-(408호 OQC),22.0,30.2
2026-04-17T01:00:00Z,F-(807호 생산 Line),21.8,37.0
2026-04-17T01:00:00Z,G-(401호 기구창고),21.5,41.2
2026-04-17T02:00:00Z,A-(401호 회로창고 1),22.7,50.8
2026-04-17T02:00:00Z,B-(401호 회로창고 2),23.0,49.1
2026-04-17T02:00:00Z,C-(402호 수입검사),23.0,28.3
2026-04-17T02:00:00Z,D-(406호 기구창고),21.5,37.8
2026-04-17T02:00:00Z,E-(408호 OQC),22.1,31.8
2026-04-17T02:00:00Z,F-(807호 생산 Line),21.6,37.5
2026-04-17T02:00:00Z,G-(401호 기구창고),21.6,42.4
2026-04-17T03:00:00Z,A-(401호 회로창고 1),22.9,48.6
2026-04-17T03:00:00Z,B-(401호 회로창고 2),23.0,47.1
2026-04-17T03:00:00Z,C-(402호 수입검사),23.1,29.2
2026-04-17T03:00:00Z,D-(406호 기구창고),21.4,37.8
2026-04-17T03:00:00Z,E-(408호 OQC),22.1,33.5
2026-04-17T03:00:00Z,F-(807호 생산 Line),21.7,38.0
2026-04-17T03:00:00Z,G-(401호 기구창고),21.8,42.1
2026-04-17T04:00:00Z,A-(401호 회로창고 1),22.8,50.8
2026-04-17T04:00:00Z,B-(401호 회로창고 2),23.0,49.4
2026-04-17T04:00:00Z,C-(402호 수입검사),22.9,31.3
2026-04-17T04:00:00Z,D-(406호 기구창고),21.3,38.3
2026-04-17T04:00:00Z,E-(408호 OQC),22.2,35.4
2026-04-17T04:00:00Z,F-(807호 생산 Line),21.8,37.7
2026-04-17T04:00:00Z,G-(401호 기구창고),21.9,44.0
2026-04-17T05:00:00Z,A-(401호 회로창고 1),23.0,47.5
2026-04-17T05:00:00Z,B-(401호 회로창고 2),23.1,47.5
2026-04-17T05:00:00Z,C-(402호 수입검사),22.8,32.2
2026-04-17T05:00:00Z,D-(406호 기구창고),21.4,38.7
2026-04-17T05:00:00Z,E-(408호 OQC),22.3,36.9
2026-04-17T05:00:00Z,F-(807호 생산 Line),21.6,41.2
2026-04-17T05:00:00Z,G-(401호 기구창고),22.1,45.1
2026-04-17T06:00:00Z,A-(401호 회로창고 1),22.8,51.5
2026-04-17T06:00:00Z,B-(401호 회로창고 2),23.2,49.6
2026-04-17T06:00:00Z,C-(402호 수입검사),22.9,31.9
2026-04-17T06:00:00Z,D-(406호 기구창고),21.8,38.1
2026-04-17T06:00:00Z,E-(408호 OQC),22.3,37.4
2026-04-17T06:00:00Z,F-(807호 생산 Line),21.7,42.6
2026-04-17T06:00:00Z,G-(401호 기구창고),22.1,46.4
2026-04-17T07:00:00Z,A-(401호 회로창고 1),22.8,48.8
2026-04-17T07:00:00Z,B-(401호 회로창고 2),23.0,48.0
2026-04-17T07:00:00Z,C-(402호 수입검사),22.9,33.0
2026-04-17T07:00:00Z,D-(406호 기구창고),22.0,37.9
2026-04-17T07:00:00Z,E-(408호 OQC),22.2,37.3
2026-04-17T07:00:00Z,F-(807호 생산 Line),22.6,39.6
2026-04-17T07:00:00Z,G-(401호 기구창고),21.9,46.8
2026-04-17T08:00:00Z,A-(401호 회로창고 1),22.8,47.7
2026-04-17T08:00:00Z,B-(401호 회로창고 2),22.8,47.0
2026-04-17T08:00:00Z,C-(402호 수입검사),22.8,33.4
2026-04-17T08:00:00Z,D-(406호 기구창고),22.0,37.9
2026-04-17T08:00:00Z,E-(408호 OQC),22.1,37.2
2026-04-17T08:00:00Z,F-(807호 생산 Line),22.7,39.1
2026-04-17T08:00:00Z,G-(401호 기구창고),21.8,46.6
2026-04-17T09:00:00Z,A-(401호 회로창고 1),22.8,51.6
2026-04-17T09:00:00Z,B-(401호 회로창고 2),22.8,50.4
2026-04-17T10:00:00Z,A-(401호 회로창고 1),22.8,49.5
2026-04-17T10:00:00Z,B-(401호 회로창고 2),22.7,48.9
2026-04-17T11:00:00Z,A-(401호 회로창고 1),22.8,48.6
2026-04-17T11:00:00Z,B-(401호 회로창고 2),22.6,48.4
2026-04-17T12:00:00Z,A-(401호 회로창고 1),22.8,47.8
2026-04-17T12:00:00Z,B-(401호 회로창고 2),22.5,47.8
2026-04-17T13:00:00Z,A-(401호 회로창고 1),22.7,53.8
2026-04-17T13:00:00Z,B-(401호 회로창고 2),22.6,53.1
2026-04-17T14:00:00Z,A-(401호 회로창고 1),22.8,50.2
2026-04-17T14:00:00Z,B-(401호 회로창고 2),22.5,50.4
2026-04-17T15:00:00Z,A-(401호 회로창고 1),22.8,49.2
2026-04-17T15:00:00Z,B-(401호 회로창고 2),22.5,49.3
2026-04-17T16:00:00Z,A-(401호 회로창고 1),22.8,48.4
2026-04-17T16:00:00Z,B-(401호 회로창고 2),22.4,48.6
2026-04-17T17:00:00Z,A-(401호 회로창고 1),22.8,47.8
2026-04-17T17:00:00Z,B-(401호 회로창고 2),22.4,48.2
2026-04-17T18:00:00Z,A-(401호 회로창고 1),22.7,53.3
2026-04-17T18:00:00Z,B-(401호 회로창고 2),22.5,53.1
2026-04-17T19:00:00Z,A-(401호 회로창고 1),22.8,50.2
2026-04-17T19:00:00Z,B-(401호 회로창고 2),22.4,50.7
2026-04-17T20:00:00Z,A-(401호 회로창고 1),22.8,49.1
2026-04-17T20:00:00Z,B-(401호 회로창고 2),22.3,49.5
2026-04-17T21:00:00Z,A-(401호 회로창고 1),22.7,48.4
2026-04-17T21:00:00Z,B-(401호 회로창고 2),22.3,48.8
2026-04-17T22:00:00Z,A-(401호 회로창고 1),22.7,47.7
2026-04-17T22:00:00Z,B-(401호 회로창고 2),22.2,48.4
2026-04-17T23:00:00Z,A-(401호 회로창고 1),23.0,51.5
2026-04-17T23:00:00Z,B-(401호 회로창고 2),22.5,52.4
2026-04-18T00:00:00Z,A-(401호 회로창고 1),22.9,49.7
2026-04-18T00:00:00Z,B-(401호 회로창고 2),22.4,50.2
2026-04-18T01:00:00Z,A-(401호 회로창고 1),22.8,48.8
2026-04-18T01:00:00Z,B-(401호 회로창고 2),22.5,49.0
2026-04-18T02:00:00Z,A-(401호 회로창고 1),22.8,48.1
2026-04-18T02:00:00Z,B-(401호 회로창고 2),22.6,48.1
2026-04-18T03:00:00Z,A-(401호 회로창고 1),22.8,51.6
2026-04-18T03:00:00Z,B-(401호 회로창고 2),22.8,52.0
2026-04-18T04:00:00Z,A-(401호 회로창고 1),22.8,50.4
2026-04-18T04:00:00Z,B-(401호 회로창고 2),22.9,49.6
2026-04-18T05:00:00Z,A-(401호 회로창고 1),22.8,49.1
2026-04-18T05:00:00Z,B-(401호 회로창고 2),23.0,48.3
2026-04-18T06:00:00Z,A-(401호 회로창고 1),22.8,48.4
2026-04-18T06:00:00Z,B-(401호 회로창고 2),23.0,47.6
2026-04-18T07:00:00Z,A-(401호 회로창고 1),22.9,48.0
2026-04-18T07:00:00Z,B-(401호 회로창고 2),23.0,47.1
2026-04-18T08:00:00Z,A-(401호 회로창고 1),22.8,51.5
2026-04-18T08:00:00Z,B-(401호 회로창고 2),23.0,50.2
2026-04-18T09:00:00Z,A-(401호 회로창고 1),22.9,49.5
2026-04-18T09:00:00Z,B-(401호 회로창고 2),22.9,48.9
2026-04-18T10:00:00Z,A-(401호 회로창고 1),22.9,48.8
2026-04-18T10:00:00Z,B-(401호 회로창고 2),22.9,48.2
2026-04-18T11:00:00Z,A-(401호 회로창고 1),22.9,48.1
2026-04-18T11:00:00Z,B-(401호 회로창고 2),22.8,47.8
2026-04-18T12:00:00Z,A-(401호 회로창고 1),22.7,54.3
2026-04-18T12:00:00Z,B-(401호 회로창고 2),22.7,52.2
2026-04-18T13:00:00Z,A-(401호 회로창고 1),22.8,50.6
2026-04-18T13:00:00Z,B-(401호 회로창고 2),22.7,50.0
2026-04-18T14:00:00Z,A-(401호 회로창고 1),22.9,49.5
2026-04-18T14:00:00Z,B-(401호 회로창고 2),22.7,49.3
2026-04-18T15:00:00Z,A-(401호 회로창고 1),22.9,48.9
2026-04-18T15:00:00Z,B-(401호 회로창고 2),22.6,48.8
2026-04-18T16:00:00Z,A-(401호 회로창고 1),22.9,48.5
2026-04-18T16:00:00Z,B-(401호 회로창고 2),22.6,48.4
2026-04-18T17:00:00Z,A-(401호 회로창고 1),22.9,48.1
2026-04-18T17:00:00Z,B-(401호 회로창고 2),22.6,48.1
2026-04-18T18:00:00Z,A-(401호 회로창고 1),22.7,54.3
2026-04-18T18:00:00Z,B-(401호 회로창고 2),22.6,53.5
2026-04-18T19:00:00Z,A-(401호 회로창고 1),22.9,50.6
2026-04-18T19:00:00Z,B-(401호 회로창고 2),22.6,50.7
2026-04-18T20:00:00Z,A-(401호 회로창고 1),22.9,49.6
2026-04-18T20:00:00Z,B-(401호 회로창고 2),22.5,49.8
2026-04-18T21:00:00Z,A-(401호 회로창고 1),22.9,49.1
2026-04-18T21:00:00Z,B-(401호 회로창고 2),22.5,49.3
2026-04-18T22:00:00Z,A-(401호 회로창고 1),22.9,48.5
2026-04-18T22:00:00Z,B-(401호 회로창고 2),22.5,48.8
2026-04-18T23:00:00Z,A-(401호 회로창고 1),22.9,48.1
2026-04-18T23:00:00Z,B-(401호 회로창고 2),22.5,48.5
2026-04-19T00:00:00Z,A-(401호 회로창고 1),22.8,47.9
2026-04-19T00:00:00Z,B-(401호 회로창고 2),22.5,48.0
2026-04-19T01:00:00Z,A-(401호 회로창고 1),22.8,52.4
2026-04-19T01:00:00Z,B-(401호 회로창고 2),22.7,52.0
2026-04-19T02:00:00Z,A-(401호 회로창고 1),22.9,50.3
2026-04-19T02:00:00Z,B-(401호 회로창고 2),22.9,49.8
2026-04-19T03:00:00Z,A-(401호 회로창고 1),22.9,49.5
2026-04-19T03:00:00Z,B-(401호 회로창고 2),23.0,48.9
2026-04-19T04:00:00Z,A-(401호 회로창고 1),22.9,48.9
2026-04-19T04:00:00Z,B-(401호 회로창고 2),23.1,48.1
2026-04-19T05:00:00Z,A-(401호 회로창고 1),23.0,48.2
2026-04-19T05:00:00Z,B-(401호 회로창고 2),23.1,47.3
2026-04-19T06:00:00Z,A-(401호 회로창고 1),22.8,52.0
2026-04-19T06:00:00Z,B-(401호 회로창고 2),23.2,49.9
2026-04-19T07:00:00Z,A-(401호 회로창고 1),23.0,49.0
2026-04-19T07:00:00Z,B-(401호 회로창고 2),23.2,47.9
2026-04-19T08:00:00Z,A-(401호 회로창고 1),23.0,48.2
2026-04-19T08:00:00Z,B-(401호 회로창고 2),23.2,47.3
2026-04-19T09:00:00Z,A-(401호 회로창고 1),23.0,48.6
2026-04-19T09:00:00Z,B-(401호 회로창고 2),23.1,47.2
2026-04-19T10:00:00Z,A-(401호 회로창고 1),23.0,49.4
2026-04-19T10:00:00Z,B-(401호 회로창고 2),23.1,48.7
2026-04-19T11:00:00Z,A-(401호 회로창고 1),23.1,48.6
2026-04-19T11:00:00Z,B-(401호 회로창고 2),23.0,48.0
2026-04-19T12:00:00Z,A-(401호 회로창고 1),22.7,52.9
2026-04-19T12:00:00Z,B-(401호 회로창고 2),22.9,51.7
2026-04-19T13:00:00Z,A-(401호 회로창고 1),23.0,50.4
2026-04-19T13:00:00Z,B-(401호 회로창고 2),22.9,49.8
2026-04-19T14:00:00Z,A-(401호 회로창고 1),23.0,49.4
2026-04-19T14:00:00Z,B-(401호 회로창고 2),22.9,49.1
2026-04-19T15:00:00Z,A-(401호 회로창고 1),23.0,49.0
2026-04-19T15:00:00Z,B-(401호 회로창고 2),22.8,48.6
2026-04-19T16:00:00Z,A-(401호 회로창고 1),23.0,48.5
2026-04-19T16:00:00Z,B-(401호 회로창고 2),22.8,48.2
2026-04-19T17:00:00Z,A-(401호 회로창고 1),23.0,48.1
2026-04-19T17:00:00Z,B-(401호 회로창고 2),22.8,47.9
2026-04-19T18:00:00Z,A-(401호 회로창고 1),22.9,51.0
2026-04-19T18:00:00Z,B-(401호 회로창고 2),22.8,49.6
2026-04-19T19:00:00Z,A-(401호 회로창고 1),23.0,50.0
2026-04-19T19:00:00Z,B-(401호 회로창고 2),22.7,49.9
2026-04-19T20:00:00Z,A-(401호 회로창고 1),23.0,49.0
2026-04-19T20:00:00Z,B-(401호 회로창고 2),22.7,49.0
2026-04-19T21:00:00Z,A-(401호 회로창고 1),23.0,48.4
2026-04-19T21:00:00Z,B-(401호 회로창고 2),22.7,48.5
